Order_ID,Date,Customer_Age,Gender,City,Product_Category,Channel,Ad_Spend_NGN,Revenue_NGN,Repeat_Customer,Device_Used,Payment_Method,Profit_NGN
1257,2026-03-14,44,Male,Enugu,Electronics,Organic,596,18682,No,Desktop,Card,10651
1258,2026-03-15,44,Female,Lagos,Home Appliances,Instagram Ads,4545,28383,Yes,Mobile,COD,21537
1259,2026-03-16,51,Male,Lagos,Groceries,Organic,484,28666,No,Mobile,COD,24205
1260,2026-03-17,38,Male,Ibadan,Groceries,Google Ads,645,17391,No,Mobile,COD,11983
1261,2026-03-18,47,Female,Kano,Beauty,Organic,6763,6874,No,Mobile,Card,-5894
1262,2026-03-19,50,Male,Lagos,Electronics,WhatsApp Referrals,3089,14062,No,Desktop,Card,5732
1263,2026-03-20,45,Male,Port Harcourt,Home Appliances,Facebook Ads,5725,9763,No,Mobile,Card,-1019
1264,2026-03-21,50,Female,Kano,Home Appliances,WhatsApp Referrals,4757,15234,No,Mobile,COD,7927
1265,2026-03-22,22,Female,Port Harcourt,Groceries,Facebook Ads,4853,29848,No,Mobile,Card,17421
1266,2026-03-23,36,Male,Lagos,Electronics,Facebook Ads,4384,14221,No,Mobile,Bank Transfer,2426
1267,2026-03-24,21,Male,Lagos,Beauty,Facebook Ads,720,16410,No,Mobile,Bank Transfer,12103
1268,2026-03-25,52,Female,Ibadan,Electronics,Instagram Ads,4733,19519,No,Mobile,Card,10964
1269,2026-03-26,34,Female,Lagos,Fashion,Google Ads,6378,6051,Yes,Mobile,Card,-8247
1270,2026-03-27,45,Male,Kano,Electronics,Facebook Ads,6559,17225,No,Mobile,COD,3406
1271,2026-03-28,47,Female,Kano,Fashion,Facebook Ads,498,14765,Yes,Mobile,COD,9050
1272,2026-03-29,46,Male,Kano,Fashion,WhatsApp Referrals,4729,16382,No,Mobile,Card,6157
1273,2026-03-30,23,Male,Ibadan,Beauty,Organic,1673,17580,No,Mobile,Card,9498
1274,2026-03-31,52,Male,Ibadan,Groceries,Organic,6126,28922,No,Mobile,COD,16517
1275,2026-04-01,54,Male,Lagos,Electronics,Organic,3067,28795,No,Mobile,Card,17945
1276,2026-04-02,41,Male,Abuja,Fashion,Organic,114,16989,Yes,Mobile,Card,14163
1277,2026-04-03,46,Female,Abuja,Electronics,Facebook Ads,2979,27704,Yes,Mobile,Card,20550
1278,2026-04-04,48,Female,Ibadan,Groceries,Instagram Ads,4769,16939,No,Mobile,Bank Transfer,4764
1279,2026-04-05,52,Female,Lagos,Groceries,Organic,1736,23489,No,Desktop,Card,15681
1280,2026-04-06,50,Female,Abuja,Home Appliances,Instagram Ads,5353,5307,No,Desktop,Card,-5895
1281,2026-04-07,38,Male,Lagos,Groceries,Google Ads,3611,29121,Yes,Desktop,Card,21077
1282,2026-04-08,49,Male,Lagos,Beauty,Facebook Ads,2253,8359,Yes,Mobile,Bank Transfer,805
1283,2026-04-09,40,Male,Lagos,Fashion,Instagram Ads,2294,8176,Yes,Desktop,COD,3612
1284,2026-04-10,50,Male,Enugu,Home Appliances,Google Ads,3630,6251,Yes,Mobile,COD,-1173
1285,2026-04-11,20,Female,Kano,Beauty,Google Ads,6901,10366,No,Mobile,COD,-3441
1286,2026-04-12,35,Male,Lagos,Electronics,Google Ads,146,22901,No,Mobile,Bank Transfer,18293
1287,2026-04-13,42,Male,Enugu,Fashion,Google Ads,6261,11226,No,Desktop,Card,-1328
1288,2026-04-14,48,Female,Ibadan,Groceries,Facebook Ads,3982,26689,No,Mobile,Card,17313
1289,2026-04-15,20,Female,Abuja,Fashion,Facebook Ads,3453,27253,Yes,Mobile,COD,20721
1290,2026-04-16,41,Female,Kano,Electronics,Organic,4507,29423,No,Desktop,Card,20038
1291,2026-04-17,49,Female,Abuja,Home Appliances,Google Ads,5783,19330,Yes,Desktop,Card,6225
1292,2026-04-18,39,Male,Kano,Home Appliances,Facebook Ads,2410,9891,Yes,Mobile,Bank Transfer,-259
1293,2026-04-19,40,Male,Abuja,Home Appliances,Organic,5628,9992,No,Mobile,Card,-2359
1294,2026-04-20,19,Female,Kano,Groceries,Facebook Ads,136,6961,Yes,Mobile,Card,4222
1295,2026-04-21,44,Male,Abuja,Beauty,Instagram Ads,3360,17497,Yes,Desktop,COD,6880
1296,2026-04-22,19,Male,Abuja,Beauty,Facebook Ads,3005,24247,No,Mobile,COD,13701
1297,2026-04-23,43,Male,Abuja,Fashion,Organic,3552,15848,No,Mobile,Card,5120
1298,2026-04-24,34,Female,Abuja,Groceries,Google Ads,18,27987,No,Desktop,COD,24384
1299,2026-04-25,50,Male,Ibadan,Home Appliances,Facebook Ads,2242,18255,Yes,Mobile,Bank Transfer,10956
1300,2026-04-26,26,Female,Lagos,Home Appliances,Organic,6473,9567,Yes,Mobile,Bank Transfer,-3912
1301,2026-04-27,46,Male,Port Harcourt,Electronics,Instagram Ads,6055,21079,No,Mobile,Card,9039
1302,2026-04-28,43,Male,Enugu,Electronics,Instagram Ads,6318,11513,Yes,Mobile,Card,-1494
1303,2026-04-29,52,Male,Port Harcourt,Home Appliances,Facebook Ads,5097,20235,No,Mobile,Bank Transfer,11743
1304,2026-04-30,42,Female,Port Harcourt,Home Appliances,Instagram Ads,448,25389,Yes,Mobile,COD,19253
1305,2026-05-01,41,Male,Kano,Groceries,Facebook Ads,1948,16755,No,Mobile,Bank Transfer,12208
1306,2026-05-02,30,Female,Lagos,Beauty,Google Ads,945,16151,Yes,Mobile,Card,12693
1307,2026-05-03,24,Female,Kano,Electronics,Organic,5473,21567,No,Mobile,Card,8103
1308,2026-05-04,53,Female,Lagos,Beauty,Google Ads,5618,29139,No,Desktop,COD,20455
1309,2026-05-05,37,Male,Lagos,Groceries,Facebook Ads,4236,8358,No,Desktop,Card,-764
1310,2026-05-06,18,Male,Abuja,Home Appliances,Facebook Ads,6901,27999,Yes,Mobile,Bank Transfer,16445
1311,2026-05-07,25,Male,Ibadan,Beauty,Facebook Ads,1920,14590,No,Mobile,Card,5765
1312,2026-05-08,33,Male,Abuja,Home Appliances,Instagram Ads,2977,28181,No,Mobile,Card,22116
1313,2026-05-09,31,Female,Ibadan,Home Appliances,Organic,4188,15988,No,Desktop,Bank Transfer,5415
1314,2026-05-10,29,Female,Kano,Fashion,Facebook Ads,4015,12678,No,Mobile,Bank Transfer,1799
1315,2026-05-11,40,Female,Ibadan,Beauty,Organic,238,10698,Yes,Desktop,Card,5946
1316,2026-05-12,32,Male,Kano,Beauty,Organic,204,6273,Yes,Mobile,Card,100
1317,2026-05-13,45,Female,Port Harcourt,Home Appliances,Instagram Ads,2607,28037,No,Desktop,COD,20146
1318,2026-05-14,51,Male,Port Harcourt,Groceries,Organic,5552,16241,Yes,Desktop,Card,4123
1319,2026-05-15,19,Female,Ibadan,Fashion,Google Ads,4340,22480,No,Desktop,Bank Transfer,13944
1320,2026-05-16,49,Male,Ibadan,Home Appliances,Google Ads,4927,14497,No,Mobile,COD,3387
1321,2026-05-17,40,Male,Kano,Electronics,Google Ads,3388,14107,No,Mobile,Card,7930
1322,2026-05-18,39,Female,Abuja,Electronics,Instagram Ads,2972,16273,No,Mobile,COD,7826
1323,2026-05-19,42,Female,Kano,Fashion,Facebook Ads,4390,13002,No,Mobile,Card,3459
1324,2026-05-20,39,Female,Abuja,Groceries,Instagram Ads,2687,9247,Yes,Mobile,Bank Transfer,2896
1325,2026-05-21,39,Female,Port Harcourt,Home Appliances,Instagram Ads,4951,14220,Yes,Mobile,Card,5960
1326,2026-05-22,23,Male,Lagos,Beauty,Google Ads,6160,26698,No,Mobile,COD,17674
1327,2026-05-23,32,Female,Ibadan,Fashion,Facebook Ads,4166,24738,Yes,Mobile,Card,14709
1328,2026-05-24,54,Female,Abuja,Groceries,WhatsApp Referrals,5388,15703,Yes,Mobile,Card,2926
1329,2026-05-25,50,Female,Kano,Beauty,Organic,1348,20472,No,Mobile,COD,13761
1330,2026-05-26,25,Male,Port Harcourt,Electronics,Instagram Ads,4400,21654,No,Desktop,Bank Transfer,11730
1331,2026-05-27,22,Male,Abuja,Electronics,Facebook Ads,5126,22570,No,Mobile,Bank Transfer,11658
1332,2026-05-28,21,Female,Kano,Beauty,Organic,5433,17392,Yes,Mobile,Card,9936
1333,2026-05-29,23,Male,Ibadan,Fashion,Organic,816,16956,Yes,Mobile,Bank Transfer,11137
1334,2026-05-30,49,Female,Ibadan,Electronics,Organic,5222,20641,Yes,Desktop,Card,7437
1335,2026-05-31,47,Male,Enugu,Home Appliances,Instagram Ads,820,18998,No,Mobile,Card,15868
1336,2026-06-01,52,Male,Lagos,Beauty,Instagram Ads,192,11305,No,Mobile,Bank Transfer,3533
1337,2026-06-02,33,Male,Enugu,Beauty,Facebook Ads,1776,23782,No,Mobile,Card,18775
1338,2026-06-03,30,Male,Port Harcourt,Electronics,Facebook Ads,3645,17721,No,Mobile,COD,8288
1339,2026-06-04,47,Female,Abuja,Fashion,Organic,4624,11995,No,Mobile,COD,2660
1340,2026-06-05,36,Female,Port Harcourt,Home Appliances,Organic,6314,17427,No,Desktop,Bank Transfer,4312
1341,2026-06-06,34,Female,Kano,Fashion,Google Ads,250,18782,No,Desktop,COD,11077
1342,2026-06-07,36,Male,Ibadan,Groceries,Organic,1788,28683,No,Mobile,Bank Transfer,24474
1343,2026-06-08,45,Female,Enugu,Groceries,Google Ads,6684,25566,No,Mobile,Card,15109
1344,2026-06-09,43,Female,Enugu,Electronics,Instagram Ads,3700,7230,No,Mobile,Bank Transfer,-2038
1345,2026-06-10,54,Female,Enugu,Electronics,Instagram Ads,6122,11511,No,Mobile,Card,2443
1346,2026-06-11,43,Male,Port Harcourt,Electronics,WhatsApp Referrals,2463,21512,No,Mobile,Card,15863
1347,2026-06-12,40,Male,Ibadan,Groceries,Facebook Ads,6937,14461,No,Mobile,COD,3690
1348,2026-06-13,26,Male,Abuja,Fashion,WhatsApp Referrals,5499,25056,No,Desktop,Bank Transfer,15993
1349,2026-06-14,29,Female,Kano,Fashion,Organic,1167,9765,No,Desktop,COD,1654
1350,2026-06-15,18,Female,Abuja,Electronics,Facebook Ads,6168,25354,Yes,Mobile,Card,11501
1351,2026-06-16,18,Female,Port Harcourt,Home Appliances,Google Ads,3893,28929,Yes,Mobile,Bank Transfer,17622
1352,2026-06-17,51,Male,Kano,Fashion,Organic,6811,18272,No,Mobile,Card,7514
1353,2026-06-18,49,Male,Enugu,Groceries,Google Ads,1096,10552,No,Mobile,Bank Transfer,6148
1354,2026-06-19,42,Female,Lagos,Beauty,WhatsApp Referrals,2679,5627,Yes,Mobile,Bank Transfer,-2038
1355,2026-06-20,18,Male,Port Harcourt,Beauty,WhatsApp Referrals,1847,16989,No,Mobile,Bank Transfer,12756
1356,2026-06-21,33,Male,Port Harcourt,Beauty,Instagram Ads,3904,18780,Yes,Desktop,Card,11715
1357,2026-06-22,22,Male,Ibadan,Home Appliances,Instagram Ads,504,11589,Yes,Desktop,Card,5827
1358,2026-06-23,39,Male,Abuja,Electronics,WhatsApp Referrals,1621,7044,No,Mobile,Card,-1388
1359,2026-06-24,46,Female,Port Harcourt,Groceries,Google Ads,6479,18171,Yes,Mobile,Bank Transfer,5759
1360,2026-06-25,20,Male,Port Harcourt,Home Appliances,Facebook Ads,2472,23725,Yes,Mobile,COD,16406
1361,2026-06-26,29,Male,Enugu,Groceries,Facebook Ads,2546,10884,No,Mobile,Card,1817
1362,2026-06-27,43,Male,Enugu,Groceries,Google Ads,1387,13185,No,Mobile,Bank Transfer,8359
1363,2026-06-28,33,Male,Kano,Electronics,WhatsApp Referrals,2994,5249,No,Mobile,COD,-3187
1364,2026-06-29,54,Female,Lagos,Beauty,Organic,6773,24309,No,Mobile,Bank Transfer,11056
1365,2026-06-30,39,Female,Ibadan,Electronics,Google Ads,3816,26427,No,Mobile,Bank Transfer,20556
1366,2026-07-01,46,Male,Lagos,Home Appliances,Facebook Ads,5318,22358,Yes,Desktop,COD,11716
1367,2026-07-02,31,Male,Kano,Home Appliances,Instagram Ads,717,28576,No,Mobile,Card,25754
1368,2026-07-03,45,Male,Enugu,Home Appliances,Organic,3484,14175,Yes,Mobile,Card,5490
1369,2026-07-04,22,Male,Abuja,Electronics,Facebook Ads,4434,21260,No,Mobile,Card,14157
1370,2026-07-05,47,Male,Enugu,Groceries,Instagram Ads,658,7672,No,Mobile,COD,543
1371,2026-07-06,22,Male,Ibadan,Groceries,Facebook Ads,5057,12279,No,Mobile,COD,4480
1372,2026-07-07,29,Female,Enugu,Fashion,Google Ads,4008,28915,Yes,Desktop,Bank Transfer,21941
1373,2026-07-08,33,Male,Ibadan,Home Appliances,WhatsApp Referrals,4524,13662,No,Desktop,Card,6831
1374,2026-07-09,43,Female,Ibadan,Groceries,Instagram Ads,4994,6987,Yes,Mobile,Card,-2145
1375,2026-07-10,43,Female,Ibadan,Fashion,Instagram Ads,4234,21474,Yes,Mobile,Card,11776
1376,2026-07-11,38,Male,Kano,Groceries,Google Ads,3764,17948,No,Mobile,Card,7287
1377,2026-07-12,53,Female,Ibadan,Home Appliances,WhatsApp Referrals,2989,25443,Yes,Mobile,Bank Transfer,20345
1378,2026-07-13,50,Female,Ibadan,Beauty,Facebook Ads,4637,18026,No,Desktop,COD,7757
1379,2026-07-14,47,Female,Abuja,Home Appliances,Instagram Ads,2104,7773,Yes,Mobile,COD,-2091
1380,2026-07-15,54,Female,Lagos,Electronics,Instagram Ads,1255,18159,No,Mobile,Bank Transfer,10469
1381,2026-07-16,40,Female,Port Harcourt,Groceries,Organic,6801,14878,No,Mobile,Card,393
1382,2026-07-17,27,Female,Lagos,Groceries,Instagram Ads,2482,29767,No,Mobile,Card,20211
1383,2026-07-18,22,Male,Ibadan,Electronics,Facebook Ads,383,15178,No,Desktop,Card,10880
1384,2026-07-19,53,Female,Abuja,Electronics,Google Ads,2607,28793,No,Mobile,Bank Transfer,19923
1385,2026-07-20,51,Female,Enugu,Beauty,Organic,193,15377,No,Desktop,COD,12628
1386,2026-07-21,48,Female,Abuja,Groceries,Facebook Ads,3807,25824,No,Mobile,Card,15017
1387,2026-07-22,27,Male,Ibadan,Groceries,Organic,3719,12347,No,Desktop,Card,6524
1388,2026-07-23,36,Female,Abuja,Beauty,Facebook Ads,2581,6008,No,Mobile,Card,-620
1389,2026-07-24,49,Male,Abuja,Fashion,Google Ads,2565,8783,No,Mobile,Card,4073
1390,2026-07-25,18,Female,Ibadan,Beauty,Instagram Ads,2763,28030,No,Desktop,Card,20504
1391,2026-07-26,22,Male,Kano,Home Appliances,Organic,2798,9298,No,Mobile,Card,3627
1392,2026-07-27,21,Male,Abuja,Groceries,Instagram Ads,6328,9668,No,Mobile,Card,1042
1393,2026-07-28,33,Female,Port Harcourt,Electronics,Organic,5991,25671,No,Mobile,COD,14442
1394,2026-07-29,41,Female,Port Harcourt,Home Appliances,Organic,2339,7052,Yes,Desktop,Bank Transfer,-3119
1395,2026-07-30,33,Male,Abuja,Groceries,Google Ads,3406,27393,Yes,Mobile,Card,21342
1396,2026-07-31,19,Female,Kano,Beauty,Organic,731,6716,No,Desktop,Card,-748
1397,2026-08-01,45,Male,Enugu,Home Appliances,Organic,6259,5310,Yes,Mobile,Card,-6027
1398,2026-08-02,49,Male,Ibadan,Groceries,Facebook Ads,2872,19391,No,Mobile,Card,12008
1399,2026-08-03,44,Male,Port Harcourt,Fashion,Instagram Ads,3120,25922,No,Desktop,Card,20019
1400,2026-08-04,37,Male,Enugu,Fashion,WhatsApp Referrals,4780,6260,No,Mobile,Bank Transfer,-5512
1401,2026-08-05,41,Male,Abuja,Electronics,Facebook Ads,4177,18157,Yes,Desktop,Bank Transfer,11610
1402,2026-08-06,29,Female,Enugu,Groceries,Organic,6977,25316,Yes,Desktop,Bank Transfer,15853
1403,2026-08-07,52,Male,Lagos,Fashion,WhatsApp Referrals,6476,16460,No,Mobile,Card,5947
1404,2026-08-08,50,Male,Port Harcourt,Beauty,Facebook Ads,2604,21968,No,Mobile,COD,14168
1405,2026-08-09,50,Female,Abuja,Groceries,Google Ads,2382,29000,No,Mobile,Card,23258
1406,2026-08-10,54,Male,Ibadan,Beauty,Instagram Ads,531,29935,No,Desktop,Card,23117
1407,2026-08-11,29,Female,Kano,Beauty,Google Ads,6079,19011,No,Desktop,Bank Transfer,6107
1408,2026-08-12,20,Female,Abuja,Fashion,Facebook Ads,4316,7866,No,Mobile,Bank Transfer,-711
1409,2026-08-13,18,Female,Ibadan,Groceries,Facebook Ads,634,19365,No,Mobile,COD,14110
1410,2026-08-14,50,Male,Kano,Home Appliances,Google Ads,1769,10898,Yes,Mobile,Bank Transfer,6173
1411,2026-08-15,27,Male,Kano,Fashion,Organic,3804,23395,No,Desktop,COD,17211
1412,2026-08-16,46,Male,Abuja,Fashion,Organic,2370,11251,No,Mobile,COD,3232
1413,2026-08-17,30,Female,Enugu,Groceries,Google Ads,5970,9939,No,Mobile,Bank Transfer,-2924
1414,2026-08-18,29,Male,Enugu,Groceries,Facebook Ads,2,9006,Yes,Mobile,Bank Transfer,6766
1415,2026-08-19,48,Female,Kano,Beauty,Google Ads,5813,6625,No,Desktop,Bank Transfer,-2293
1416,2026-08-20,19,Male,Enugu,Groceries,Facebook Ads,205,15956,No,Mobile,COD,12365
1417,2026-08-21,52,Female,Lagos,Beauty,WhatsApp Referrals,5951,22274,No,Mobile,Bank Transfer,11771
1418,2026-08-22,40,Male,Kano,Fashion,Organic,4135,11078,Yes,Mobile,Card,2694
1419,2026-08-23,34,Male,Kano,Electronics,Organic,6202,28420,No,Mobile,Bank Transfer,18691
1420,2026-08-24,43,Male,Ibadan,Home Appliances,WhatsApp Referrals,2621,13923,No,Desktop,Card,7635
1421,2026-08-25,25,Female,Enugu,Fashion,Facebook Ads,4739,8961,No,Desktop,Card,-1910
1422,2026-08-26,46,Female,Kano,Groceries,Organic,5626,23888,No,Mobile,Card,13571
1423,2026-08-27,43,Male,Lagos,Home Appliances,Instagram Ads,6003,13806,No,Mobile,Bank Transfer,2131
1424,2026-08-28,27,Male,Ibadan,Electronics,WhatsApp Referrals,2890,25190,No,Mobile,COD,18304
1425,2026-08-29,43,Female,Abuja,Electronics,Instagram Ads,3193,27484,No,Mobile,Card,20866
1426,2026-08-30,51,Female,Kano,Beauty,Organic,2666,23103,No,Desktop,Card,15625
1427,2026-08-31,24,Female,Lagos,Home Appliances,Organic,6239,18558,Yes,Mobile,Card,7072
1428,2026-09-01,21,Male,Port Harcourt,Beauty,Facebook Ads,3306,11686,No,Mobile,Bank Transfer,3788
1429,2026-09-02,28,Female,Lagos,Fashion,Instagram Ads,897,6587,Yes,Mobile,Card,2200
1430,2026-09-03,46,Male,Lagos,Home Appliances,Organic,1085,28384,No,Mobile,Card,24075
1431,2026-09-04,53,Female,Ibadan,Fashion,Instagram Ads,1279,14803,Yes,Mobile,Card,8937
1432,2026-09-05,42,Male,Abuja,Beauty,Instagram Ads,6704,22280,Yes,Mobile,Card,10512
1433,2026-09-06,38,Female,Port Harcourt,Home Appliances,Facebook Ads,6491,26942,No,Mobile,Card,17619
1434,2026-09-07,53,Female,Enugu,Beauty,Facebook Ads,670,29853,Yes,Desktop,Bank Transfer,22491
1435,2026-09-08,27,Female,Enugu,Home Appliances,Organic,1505,26031,No,Mobile,Card,20086
1436,2026-09-09,54,Female,Lagos,Beauty,Google Ads,6460,15350,Yes,Mobile,Bank Transfer,2095
1437,2026-09-10,26,Female,Ibadan,Electronics,Facebook Ads,3575,23816,No,Desktop,Card,16595
1438,2026-09-11,41,Male,Ibadan,Beauty,Instagram Ads,4814,25288,No,Mobile,Card,18034
1439,2026-09-12,52,Female,Enugu,Electronics,Instagram Ads,5167,16454,No,Desktop,Card,3331
1440,2026-09-13,52,Female,Port Harcourt,Beauty,Facebook Ads,1955,20849,No,Mobile,Bank Transfer,11158
1441,2026-09-14,53,Female,Abuja,Home Appliances,Instagram Ads,5255,11837,Yes,Mobile,COD,3053
1442,2026-09-15,35,Male,Port Harcourt,Home Appliances,Instagram Ads,249,6449,No,Mobile,COD,1235
1443,2026-09-16,49,Female,Kano,Home Appliances,Instagram Ads,6457,25884,Yes,Mobile,Bank Transfer,15060
1444,2026-09-17,41,Male,Kano,Groceries,Organic,1892,10454,No,Mobile,Card,3276
1445,2026-09-18,40,Female,Abuja,Fashion,Facebook Ads,3439,14424,No,Desktop,COD,3795
1446,2026-09-19,49,Female,Enugu,Home Appliances,Google Ads,1853,9117,No,Mobile,Bank Transfer,601
1447,2026-09-20,54,Male,Abuja,Electronics,Google Ads,2854,13869,Yes,Mobile,Card,4684
1448,2026-09-21,29,Female,Ibadan,Home Appliances,Google Ads,1503,15850,No,Mobile,COD,11043
1449,2026-09-22,30,Male,Kano,Groceries,Google Ads,3385,23412,Yes,Mobile,Card,14993
1450,2026-09-23,40,Male,Lagos,Electronics,Google Ads,3571,19343,No,Mobile,Card,10084
1451,2026-09-24,42,Female,Lagos,Groceries,Organic,3792,11845,No,Mobile,Card,2080
1452,2026-09-25,52,Male,Enugu,Electronics,Google Ads,3426,25142,No,Desktop,Card,18531
1453,2026-09-26,47,Female,Ibadan,Beauty,Google Ads,6628,27288,Yes,Desktop,Bank Transfer,15398
1454,2026-09-27,34,Female,Port Harcourt,Fashion,Organic,5330,9624,Yes,Mobile,Card,-2834
1455,2026-09-28,37,Male,Ibadan,Fashion,Google Ads,43,13848,No,Mobile,Card,9698
1456,2026-09-29,42,Male,Lagos,Groceries,Instagram Ads,3612,21549,Yes,Desktop,Card,14097
1457,2026-09-30,39,Male,Lagos,Fashion,Facebook Ads,2618,18136,Yes,Desktop,Bank Transfer,9198
1458,2026-10-01,30,Male,Kano,Groceries,Facebook Ads,4678,25975,No,Mobile,Bank Transfer,13359
1459,2026-10-02,36,Female,Ibadan,Groceries,Organic,3163,5589,Yes,Desktop,Card,-2321
1460,2026-10-03,53,Female,Ibadan,Groceries,Organic,1288,25908,Yes,Mobile,Card,17943
1461,2026-10-04,29,Male,Lagos,Fashion,WhatsApp Referrals,2942,24205,No,Desktop,Card,14999
1462,2026-10-05,36,Female,Port Harcourt,Groceries,Google Ads,219,11509,No,Mobile,COD,6157
1463,2026-10-06,29,Female,Enugu,Fashion,Instagram Ads,1925,12693,Yes,Mobile,Card,5348
1464,2026-10-07,26,Female,Enugu,Groceries,Facebook Ads,2972,14454,Yes,Desktop,Card,8017
1465,2026-10-08,24,Female,Ibadan,Home Appliances,Google Ads,3513,21455,No,Mobile,Card,11833
1466,2026-10-09,45,Male,Enugu,Groceries,Google Ads,2448,16708,Yes,Mobile,Bank Transfer,10049
1467,2026-10-10,31,Male,Lagos,Electronics,WhatsApp Referrals,3471,17942,No,Mobile,Bank Transfer,6932
1468,2026-10-11,48,Female,Lagos,Groceries,Facebook Ads,2774,24964,Yes,Desktop,Card,17386
1469,2026-10-12,36,Male,Ibadan,Beauty,Google Ads,990,29346,No,Desktop,Card,20390
1470,2026-10-13,33,Male,Ibadan,Groceries,Google Ads,2946,21652,No,Desktop,Card,15163
1471,2026-10-14,22,Male,Kano,Electronics,Google Ads,1812,14968,No,Mobile,COD,9467
1472,2026-10-15,52,Female,Ibadan,Electronics,Google Ads,4953,7462,No,Desktop,COD,-1062
1473,2026-10-16,29,Female,Port Harcourt,Fashion,Organic,803,14460,No,Mobile,Bank Transfer,6510
1474,2026-10-17,42,Female,Enugu,Home Appliances,Facebook Ads,489,6015,Yes,Mobile,Bank Transfer,-2301
1475,2026-10-18,38,Male,Ibadan,Groceries,Organic,3556,14275,Yes,Desktop,Card,4178
1476,2026-10-19,53,Female,Abuja,Fashion,Google Ads,5876,18269,No,Mobile,Bank Transfer,7114
1477,2026-10-20,40,Female,Kano,Home Appliances,Organic,1493,29368,Yes,Mobile,Bank Transfer,22334
1478,2026-10-21,33,Male,Abuja,Groceries,Organic,3645,5406,Yes,Mobile,Card,-5050
1479,2026-10-22,31,Female,Lagos,Beauty,Instagram Ads,2891,12384,No,Mobile,COD,4470
1480,2026-10-23,48,Female,Enugu,Groceries,Instagram Ads,1705,27433,No,Desktop,Card,22910
1481,2026-10-24,22,Male,Ibadan,Electronics,WhatsApp Referrals,3516,27553,No,Mobile,Card,17516
1482,2026-10-25,52,Male,Abuja,Electronics,Google Ads,3340,29366,No,Desktop,Bank Transfer,22902
1483,2026-10-26,40,Male,Enugu,Beauty,WhatsApp Referrals,6410,16268,No,Mobile,Bank Transfer,2198
1484,2026-10-27,46,Female,Lagos,Fashion,Facebook Ads,53,22369,Yes,Mobile,Bank Transfer,15371
1485,2026-10-28,28,Female,Port Harcourt,Home Appliances,Google Ads,2575,16795,No,Mobile,Card,6579
1486,2026-10-29,35,Female,Kano,Groceries,Organic,3591,9485,Yes,Desktop,COD,2765
1487,2026-10-30,29,Male,Enugu,Electronics,WhatsApp Referrals,615,13901,No,Mobile,Bank Transfer,9584
1488,2026-10-31,26,Male,Enugu,Fashion,Instagram Ads,5178,7618,No,Desktop,Card,-1561
1489,2026-11-01,27,Female,Port Harcourt,Beauty,Organic,5944,27673,No,Mobile,COD,15851
1490,2026-11-02,34,Female,Enugu,Electronics,Google Ads,954,14603,No,Mobile,Bank Transfer,7277
1491,2026-11-03,24,Male,Lagos,Beauty,Facebook Ads,2433,11928,Yes,Mobile,Card,5689
1492,2026-11-04,30,Male,Lagos,Groceries,Google Ads,1629,10368,No,Desktop,Bank Transfer,3792
1493,2026-11-05,26,Male,Port Harcourt,Home Appliances,Google Ads,2781,9621,No,Desktop,Card,1631
1494,2026-11-06,44,Male,Kano,Electronics,WhatsApp Referrals,6859,19719,No,Mobile,Card,8708
1495,2026-11-07,19,Female,Ibadan,Electronics,Instagram Ads,649,16126,No,Mobile,Card,8836
1496,2026-11-08,22,Male,Abuja,Groceries,Facebook Ads,2347,12566,No,Mobile,COD,4014
1497,2026-11-09,46,Female,Ibadan,Fashion,Facebook Ads,4490,17306,Yes,Desktop,Card,10272
1498,2026-11-10,54,Female,Enugu,Home Appliances,Instagram Ads,3278,26054,Yes,Mobile,Bank Transfer,18375
1499,2026-11-11,36,Female,Abuja,Electronics,Instagram Ads,5455,29042,No,Desktop,Card,16749
1500,2026-11-12,25,Male,Port Harcourt,Home Appliances,Organic,2640,20086,No,Desktop,Bank Transfer,13082
1501,2026-11-13,18,Male,Port Harcourt,Electronics,Instagram Ads,3801,22387,No,Mobile,Bank Transfer,15297
1502,2026-11-14,39,Male,Kano,Home Appliances,WhatsApp Referrals,2561,28888,No,Desktop,Bank Transfer,20562
1503,2026-11-15,34,Male,Abuja,Beauty,WhatsApp Referrals,3249,23850,No,Mobile,Card,16726
1504,2026-11-16,24,Female,Lagos,Electronics,Google Ads,6539,23323,No,Mobile,Bank Transfer,9600
1505,2026-11-17,42,Male,Abuja,Home Appliances,WhatsApp Referrals,370,23019,No,Mobile,COD,16221
1506,2026-11-18,21,Male,Enugu,Fashion,Organic,857,14890,Yes,Mobile,Bank Transfer,6401
1507,2026-11-19,53,Female,Lagos,Beauty,Google Ads,4886,13095,No,Desktop,Card,957
1508,2026-11-20,23,Male,Port Harcourt,Beauty,Facebook Ads,4753,27649,Yes,Mobile,COD,16209
1509,2026-11-21,48,Female,Abuja,Fashion,Instagram Ads,6879,17719,Yes,Mobile,Card,8058
1510,2026-11-22,36,Female,Ibadan,Home Appliances,Google Ads,5488,15283,No,Mobile,Bank Transfer,7256
1511,2026-11-23,44,Female,Kano,Groceries,Organic,383,23279,No,Mobile,COD,18114
1512,2026-11-24,27,Female,Ibadan,Fashion,Instagram Ads,6205,19231,Yes,Mobile,Card,5372
1513,2026-11-25,43,Female,Kano,Home Appliances,Organic,3877,27908,Yes,Mobile,Card,16416
1514,2026-11-26,36,Female,Enugu,Fashion,Google Ads,2552,19698,Yes,Mobile,Card,12478
